,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat,knn_stalk_root,kmns_stalk_root
182,poisonous,knobbed,scaly,yellow,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,brown,white,one,evanescent,white,several,woods,bulbous,0.0
183,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,white,one,evanescent,white,several,paths,bulbous,0.0
184,edible,convex,smooth,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste,equal,3.0
185,poisonous,convex,fibrous,yellow,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,brown,white,one,evanescent,white,several,woods,bulbous,0.0
186,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,white,one,evanescent,white,several,leaves,bulbous,0.0
187,edible,convex,scaly,green,no,none,free,close,narrow,chocolate,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods,bulbous,3.0
188,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths,bulbous,0.0
189,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,white,one,evanescent,white,several,woods,bulbous,0.0
190,poisonous,convex,scaly,yellow,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,brown,white,one,evanescent,white,several,woods,bulbous,0.0
191,edible,flat,smooth,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste,equal,3.0
192,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves,bulbous,0.0
193,edible,knobbed,smooth,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
194,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,white,one,evanescent,white,several,woods,bulbous,0.0
195,edible,convex,scaly,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,equal,3.0
196,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,white,one,evanescent,white,several,paths,bulbous,0.0
197,edible,flat,scaly,buff,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
198,edible,flat,smooth,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
199,edible,flat,smooth,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste,equal,3.0
200,edible,knobbed,smooth,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
201,edible,knobbed,scaly,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,rooted,3.0
202,edible,knobbed,smooth,buff,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
203,poisonous,bell,scaly,yellow,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,yellow,white,one,evanescent,white,several,woods,bulbous,0.0
204,poisonous,bell,fibrous,brown,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,yellow,white,one,evanescent,white,several,woods,bulbous,0.0
205,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,white,one,evanescent,white,several,woods,bulbous,0.0
206,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,white,one,evanescent,white,several,paths,bulbous,0.0
207,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,white,one,evanescent,white,several,paths,bulbous,0.0
208,edible,convex,smooth,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,equal,3.0
209,edible,flat,smooth,buff,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
210,edible,flat,smooth,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
211,edible,convex,smooth,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste,equal,3.0
212,edible,flat,smooth,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
213,edible,convex,smooth,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,bulbous,3.0
214,edible,flat,scaly,green,no,none,free,close,narrow,chocolate,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods,equal,3.0
215,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,white,one,evanescent,white,several,woods,bulbous,0.0
216,edible,convex,scaly,purple,no,none,free,close,narrow,pink,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods,equal,3.0
217,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,white,one,evanescent,white,several,woods,bulbous,0.0
218,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,white,one,evanescent,white,several,leaves,bulbous,0.0
219,edible,convex,scaly,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste,equal,3.0
220,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,white,one,evanescent,white,several,paths,bulbous,0.0
221,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,white,one,evanescent,white,several,paths,bulbous,0.0
222,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,white,one,evanescent,white,several,woods,club,0.0
223,edible,knobbed,smooth,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
224,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths,bulbous,0.0
225,edible,knobbed,scaly,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
226,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,white,one,evanescent,white,several,woods,club,0.0
227,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves,bulbous,0.0
228,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,white,one,evanescent,white,several,woods,bulbous,0.0
229,edible,knobbed,scaly,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste,rooted,3.0
230,edible,knobbed,smooth,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,equal,3.0
231,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,white,one,evanescent,white,several,paths,bulbous,0.0
232,edible,convex,scaly,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,bulbous,3.0
233,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,white,one,evanescent,white,several,woods,bulbous,0.0
234,edible,knobbed,scaly,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
235,edible,flat,scaly,green,no,none,free,close,narrow,white,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods,bulbous,3.0
236,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,white,one,evanescent,white,several,paths,bulbous,0.0
237,edible,knobbed,scaly,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste,equal,3.0
238,edible,knobbed,smooth,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,equal,3.0
239,edible,convex,scaly,buff,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,rooted,3.0
240,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves,bulbous,0.0
241,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,white,one,evanescent,white,several,leaves,bulbous,0.0
242,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,white,one,evanescent,white,several,woods,bulbous,0.0
243,edible,convex,scaly,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
244,edible,flat,scaly,white,no,none,free,close,narrow,chocolate,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods,equal,3.0
245,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,white,one,evanescent,white,several,woods,bulbous,0.0
246,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves,bulbous,0.0
247,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,white,one,evanescent,white,several,woods,club,0.0
248,edible,convex,scaly,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
249,edible,flat,scaly,green,no,none,free,close,narrow,chocolate,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods,bulbous,3.0
250,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,white,one,evanescent,white,several,leaves,bulbous,0.0
251,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,white,one,evanescent,white,several,paths,bulbous,0.0
252,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,white,one,evanescent,white,several,woods,bulbous,0.0
253,edible,flat,scaly,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
254,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,white,one,evanescent,white,several,leaves,bulbous,0.0
255,edible,flat,scaly,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,bulbous,3.0
256,edible,convex,scaly,buff,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,rooted,3.0
257,edible,convex,smooth,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
258,edible,convex,scaly,buff,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,equal,3.0
259,edible,knobbed,scaly,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,equal,3.0
260,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,white,one,evanescent,white,several,paths,bulbous,0.0
261,edible,flat,scaly,green,no,none,free,close,narrow,pink,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods,bulbous,3.0
262,edible,flat,scaly,purple,no,none,free,close,narrow,pink,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods,bulbous,3.0
263,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,white,one,evanescent,white,several,paths,bulbous,0.0
264,edible,convex,smooth,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
265,edible,flat,scaly,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
266,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths,bulbous,0.0
267,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,white,one,evanescent,white,several,paths,bulbous,0.0
268,edible,convex,scaly,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste,equal,3.0
269,edible,convex,scaly,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
270,edible,flat,smooth,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
271,edible,convex,scaly,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,equal,3.0
272,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,white,one,evanescent,white,several,woods,bulbous,0.0
273,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,white,one,evanescent,white,several,paths,bulbous,0.0
274,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,white,one,evanescent,white,several,woods,bulbous,0.0
275,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,pink,white,one,evanescent,white,several,woods,bulbous,0.0
276,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,white,one,evanescent,white,several,paths,bulbous,0.0
277,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,white,one,evanescent,white,several,woods,bulbous,0.0
278,edible,convex,scaly,green,no,none,free,close,narrow,chocolate,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods,equal,3.0
279,edible,convex,smooth,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
280,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,white,one,evanescent,white,several,leaves,bulbous,0.0
281,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,white,one,evanescent,white,several,paths,bulbous,0.0
282,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,white,one,evanescent,white,several,paths,bulbous,0.0
283,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,white,one,evanescent,white,several,woods,bulbous,0.0
284,edible,flat,smooth,buff,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
285,edible,convex,scaly,white,no,none,free,close,narrow,white,enlarging,,smooth,fibrous,white,white,white,one,flaring,chocolate,solitary,woods,bulbous,3.0
286,poisonous,convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,white,one,evanescent,white,several,leaves,bulbous,0.0
287,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,white,one,evanescent,white,several,woods,bulbous,0.0
288,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,white,one,evanescent,white,several,woods,bulbous,0.0
289,edible,knobbed,scaly,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste,equal,3.0
290,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,white,one,evanescent,white,several,leaves,bulbous,0.0
291,edible,flat,smooth,brown,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste,bulbous,3.0
